"1","treatX","B2","14","12","490.08288","0.0390797306397306","15.8321428571429","592","1.20792857142857","72.4757142857143","0.115862213427991","323.940999422798","151.573135595571","0.00685973995271867","0.00863837713316997","6.694","5.492","3976","51.244","0.6","0.813","0.738","exampleRecording_1012016_plate1_DIV1"
"1","treatX","B3","16","14","560.09472","0.0665718153846153","22.353375","648","1.1569375","69.41625","0.165638298596298","273.066708037083","129.889723770086","0.00698719199095753","0.00841860358468126","10.525","14.846","6841","54.641","0.621","1.102","0.564","exampleRecording_1012016_plate1_DIV1"
"1","untreated","B4","13","10","455.07696","0.0726476923076925","5.71546153846154","153","0.336307692307692","20.1784615384615","0.171219487532142","296.69772100514","134.451596641193","0.00814155172413795","0.0121430088594727","9.904","14.937","1545","59.4","0.637","0.723","0.881","exampleRecording_1012016_plate1_DIV1"
"1","untreated","B5","10","9","350.0592","0.200917818181818","3.468","54","0.1542","9.252","0.389305993211904","140.937703216498","119.157009176443","0.0285542118863049","0.050724283170869","8.018","6.045","441","36.326","2.308","3.78","0.611","exampleRecording_1012016_plate1_DIV1"
"1","treatY","B6","11","9","385.06512","0.401367619047619","6.36254545454545","82","0.212818181818182","12.7690909090909","0.455311952120368","82.9825185892661","91.2599621664388","0.0241165092989986","0.0353530673905304","17.619","16.165","1480","60.408","2.113","3.063","0.69","exampleRecording_1012016_plate1_DIV1"
"1","treatY","B7","12","11","420.07104","0.517511898734177","3.80175","78","0.185583333333333","11.135","1.06634632704639","60.3740647136183","68.2154881399511","0.0467239314285714","0.122499394258419","12.063","9.871","953","59.674","3.607","4.066","0.887","exampleRecording_1012016_plate1_DIV1"
"1","treatX","C2","14","10","490.08288","0.0465777777777778","12.1713571428571","536","1.09371428571429","65.6228571428571","0.157555560382036","345.73712551656","173.628017562177","0.00859603554340396","0.0128864920785168","6.411","8.134","3462","58.039","0.556","1.235","0.45","exampleRecording_1012016_plate1_DIV1"
"1","treatX","C3","13","11","455.07696","0.04736","18.6738461538462","627","1.37776923076923","82.6661538461538","0.0829725618679448","273.958871193049","142.877772469016","0.00637071000855432","0.00669689526344686","8.431","6.187","5303","62.403","0.554","1.444","0.384","exampleRecording_1012016_plate1_DIV1"
"1","treatY","C6","10","9","350.0592","1.34733161290323","2.2253","30","0.0856","5.136","1.63664762908228","38.7279904660504","28.1075338128361","0.0584157762237762","0.0742823233215352","24.032","31.409","745","95.635","8.037","10.805","0.744","exampleRecording_1012016_plate1_DIV1"
"1","treatY","C7","12","9","420.07104","0.407244137931034","3.32083333333333","55","0.130916666666667","7.855","0.638756231643402","75.0294239379684","68.4335449992551","0.0428678039927404","0.0730856158816846","10.448","10.023","606","43.441","3.132","3.467","0.903","exampleRecording_1012016_plate1_DIV1"
"1","treatX","D2","15","12","525.0888","0.0554112039312039","24.0130666666667","811","1.5446","92.676","0.12486395653707","280.150212163441","130.605919814781","0.00598047202333599","0.00595761523173349","10.262","13.959","8353","66.246","0.405","0.373","1.086","exampleRecording_1012016_plate1_DIV1"
"1","treatX","D3","16","13","560.09472","0.0670917972350231","28.9736875","865","1.544375","92.6625","0.132657469131062","248.759517660437","96.9535853311868","0.0060706431773168","0.00815637390080396","12.048","13.912","10458","64.444","0.441","1.002","0.44","exampleRecording_1012016_plate1_DIV1"
"1","treatY","D6","11","7","385.06512","0.718658823529412","2.02563636363636","30","0.0778181818181818","4.66909090909091","0.665103835191508","30.3916764721599","32.4544934125006","0.059451094890511","0.0897036756541863","12.971","14.4","441","56.538","5.681","7.143","0.795","exampleRecording_1012016_plate1_DIV1"
"1","treatY","D7","13","12","455.07696","0.330357802197802","3.92684615384615","90","0.197769230769231","11.8661538461538","0.664762692611769","77.663564609055","49.1523136492861","0.0296767620927937","0.101096538321803","12.121","19.367","1103","61.724","2.925","2.865","1.021","exampleRecording_1012016_plate1_DIV1"
"1","treatX","E2","16","11","560.09472","0.0376964599092285","12.838875","656","1.1711875","70.27125","0.111463493532542","342.555932840786","179.937371968803","0.00649227722772277","0.00665339801601462","6.799","11.519","4494","62.495","0.519","0.969","0.536","exampleRecording_1012016_plate1_DIV1"
"1","treatX","E3","16","13","560.09472","0.0493702102102102","18.5290625","663","1.1836875","71.02125","0.111678549494066","300.919206046594","135.009321682686","0.00570942177461365","0.00822593856204604","9.643","14.094","6422","61.881","0.547","1.577","0.347","exampleRecording_1012016_plate1_DIV1"
"1","untreated","E5","12","10","420.07104","0.0926403493449782","6.90108333333333","227","0.540333333333333","32.42","0.3983031386866","292.748910336213","125.97637757818","0.0109184971693258","0.0249926587327414","9.476","13.738","2170","74.853","0.486","1.092","0.445","exampleRecording_1012016_plate1_DIV1"
"1","treatY","E6","14","9","490.08288","0.475924050632911","6.57864285714286","74","0.150857142857143","9.05142857142857","0.624727568065738","76.9549931589806","49.0506306350494","0.020246634356489","0.0234129683508111","24.443","30.902","1931","59.895","2.259","2.579","0.876","exampleRecording_1012016_plate1_DIV1"
"1","treatY","E7","14","11","490.08288","0.454842162162162","5.22785714285714","71","0.144857142857143","8.69142857142857","0.593779743893537","57.244605915957","64.0469396544277","0.0434300903225806","0.0766285857353548","11.432","9.537","846","33.021","4.282","4.277","1.001","exampleRecording_1012016_plate1_DIV1"
"3","treatX","B2","13","12","653.84384","0.7244224","13.7432307692308","124","0.189692307692308","11.3815384615385","0.584504789403927","98.83232335058","62.2750973704373","0.0117999478759447","0.013913429497916","62.384","70.171","7798","86.779","4.358","4.282","1.018","exampleRecording_1012016_plate1_DIV3"
"3","treatX","B3","16","15","804.73088","0.762401684210526","9.406875","94","0.11675","7.005","0.696842900990577","86.7455810108327","49.676134291935","0.0111582437220767","0.012277490370445","69.316","84.682","6585","86.988","4.805","6.319","0.76","exampleRecording_1012016_plate1_DIV3"
"3","untreated","B4","13","12","653.84384","0.114110354609929","6.40207692307692","281","0.429846153846154","25.7907692307692","0.219369403247154","250.225170467093","150.741391452214","0.0118829837518464","0.0205741970008074","10.599","14.348","2989","71.405","0.79","1.093","0.723","exampleRecording_1012016_plate1_DIV3"
"3","treatY","B6","12","10","603.54816","0.482859797979798","4.60441666666667","97","0.160916666666667","9.655","0.622865821836616","71.8572707113385","58.5556142104612","0.0274888556641748","0.0439248217861257","18.545","17.947","1836","66.067","3.103","3.445","0.901","exampleRecording_1012016_plate1_DIV3"
"3","treatY","B7","12","11","603.54816","0.585163265306123","4.04266666666667","97","0.160583333333333","9.635","0.685913178592267","62.1998142331983","93.6210372993721","0.0476691604322527","0.0680010382191225","13.265","9.404","1300","53.279","4.578","5.704","0.803","exampleRecording_1012016_plate1_DIV3"
"3","treatX","C2","13","12","653.84384","0.49400875","4.06976923076923","63","0.0964615384615385","5.78769230769231","0.451303310049799","87.2925955213148","72.4499910257011","0.01479483387927","0.0166400678016879","34.375","37.532","2200","82.676","3.956","4.678","0.846","exampleRecording_1012016_plate1_DIV3"
"3","treatX","C3","13","12","653.84384","0.782314105263158","8.29246153846154","94","0.143538461538462","8.61230769230769","0.706740121991788","105.169905919703","87.0332238540498","0.0155253478170044","0.0178387607899857","51.379","45.859","4881","90.022","6.078","5.579","1.089","exampleRecording_1012016_plate1_DIV3"
"3","treatY","C6","12","10","603.54816","1.40959058823529","7.33","66","0.1095","6.57","1.40367518927022","38.8253464448949","21.0771548464482","0.0363076363636364","0.0578160246776832","39.794","35.718","2706","61.166","5.337","6.957","0.767","exampleRecording_1012016_plate1_DIV3"
"3","treatY","C7","13","8","653.84384","0.343890256410257","2.57869230769231","73","0.111769230769231","6.70615384615385","0.592840283975229","82.8255610218629","91.5859793657093","0.0395625958702065","0.075928504894969","9.628","11.01","751","44.543","3.607","3.84","0.939","exampleRecording_1012016_plate1_DIV3"
"3","treatX","D2","14","12","704.13952","0.47717352112676","11.36","140","0.198857142857143","11.9314285714286","0.460465476951432","114.210342210207","72.6383865974864","0.0105068444720112","0.0124460603693159","46.401","51.742","6589","82.373","3.334","4.77","0.699","exampleRecording_1012016_plate1_DIV3"
"3","treatX","D3","15","14","754.4352","0.774556721311476","12.7738666666667","121","0.160466666666667","9.628","0.511494721069263","90.2159655874839","51.2231306219036","0.011946386852086","0.0121607798479823","65.828","54.866","8031","83.335","3.708","5.856","0.633","exampleRecording_1012016_plate1_DIV3"
"3","untreated","D5","14","13","704.13952","0.3904975","2.05078571428571","95","0.135","8.1","0.537698193689399","188.18981877118","183.99804189897","0.0369701775147929","0.0517453823489625","11.552","12.131","1109","76.801","2.615","4.044","0.647","exampleRecording_1012016_plate1_DIV3"
"3","treatY","D6","13","9","653.84384","0.943458823529412","3.46723076923077","64","0.0979230769230769","5.87538461538461","1.21602696145426","45.2144994716489","56.0912241292047","0.0475223703703704","0.0557918419022235","20.794","35.571","1414","62.373","5.151","5.981","0.861","exampleRecording_1012016_plate1_DIV3"
"3","treatY","D7","12","11","603.54816","0.449290505050505","4.89433333333333","98","0.162416666666667","9.745","0.928210831127935","84.2301612899755","64.2606285447754","0.0278695238095238","0.0487301508079632","17.111","37.839","1694","57.346","3.864","4.896","0.789","exampleRecording_1012016_plate1_DIV3"
"3","treatX","E2","14","13","704.13952","0.570910515463918","6.81971428571429","96","0.136285714285714","8.17714285714286","0.575208801560303","97.7193935461272","64.0472404220717","0.0137210901883053","0.025927957542113","42.598","55.549","4132","86.047","5.198","5.466","0.951","exampleRecording_1012016_plate1_DIV3"
"3","treatX","E3","16","15","804.73088","0.652955402298851","7.4546875","86","0.1069375","6.41625","0.536926959284521","84.304517044313","56.2457976913392","0.01174186027284","0.0234810426778343","56.598","81.172","4924","82.08","5.932","6.487","0.914","exampleRecording_1012016_plate1_DIV3"
"3","untreated","E4","14","13","704.13952","0.105170149253731","3.16971428571429","66","0.0939285714285714","5.63571428571429","0.171022799733735","293.778507462106","124.98709867933","0.00661633802816902","0.00901243045702835","16.881","25.361","1131","50.672","0.402","0.716","0.561","exampleRecording_1012016_plate1_DIV3"
"3","untreated","E5","11","5","553.25248","0.0195099999999995","0.468181818181818","10","0.0181818181818182","1.09090909090909","0.0161172470767601","394.601985476413","26.800716632332","0.00273824561403501","0.000829203953063947","7.75","6.547","124","47.876","-0.031","0.006","-5.167","exampleRecording_1012016_plate1_DIV3"
"3","treatY","E6","14","11","704.13952","0.289686197183099","4.25042857142857","139","0.197428571428571","11.8457142857143","0.404171462029136","88.6184633141088","51.2946168851309","0.0211602057613169","0.0459161546406366","14.669","9.966","2083","69.596","2.359","3.323","0.71","exampleRecording_1012016_plate1_DIV3"
"3","treatY","E7","14","11","704.13952","0.261821935483871","5.70614285714286","121","0.171785714285714","10.3071428571429","0.349912135976363","79.0382134927156","80.2790575012326","0.0313983752417795","0.05459225285072","9.315","6.669","1155","28.746","3.743","3.669","1.02","exampleRecording_1012016_plate1_DIV3"
"4","treatX","B2","13","12","650.62816","0.863581818181818","8.15061538461539","65","0.1","6","0.707248637073835","81.0734816120492","52.3040659285037","0.0132734979040522","0.0170559091985372","66.045","85.692","4359","82.199","4.911","7.518","0.653","exampleRecording_1012016_plate1_DIV4"
"4","treatX","B3","16","15","800.77312","0.448379230769231","10.3836875","103","0.12875","7.725","0.38293989867278","123.350903244949","72.3749680277509","0.0102194696471619","0.0144106984704753","44.865","47.075","4666","56.115","2.556","2.325","1.099","exampleRecording_1012016_plate1_DIV4"
"4","untreated","B5","10","10","500.4832","0.0981233333333334","1.0411","24","0.048","2.88","0.117242627604196","179.677961469992","131.147348995915","0.0164682517482518","0.0265523117296723","6.958","3.617","167","32.054","1.698","2.317","0.733","exampleRecording_1012016_plate1_DIV4"
"4","treatY","B6","12","10","600.57984","0.317430743801653","4.81883333333333","119","0.198333333333333","11.9","0.522822901736597","85.6025610238326","75.5145611213642","0.0207616864864865","0.0292003575507473","16.273","24.025","1969","68.037","2.499","2.61","0.957","exampleRecording_1012016_plate1_DIV4"
"4","treatY","B7","12","11","600.57984","0.371378333333333","3.96458333333333","95","0.158333333333333","9.5","0.67942387090777","92.7071769925147","110.942930956271","0.048048948787062","0.128095328139637","8.719","5.559","837","35.153","3.583","4.497","0.797","exampleRecording_1012016_plate1_DIV4"
"4","treatX","C2","14","12","700.67648","0.985077894736842","3.79342857142857","36","0.0514285714285714","3.08571428571429","0.72897764796919","86.1627957029931","58.2278086141781","0.0155646403326403","0.0154674829897775","64.237","53.203","2441","91.836","8.305","9.185","0.904","exampleRecording_1012016_plate1_DIV4"
"4","treatX","C3","13","12","650.62816","0.610762448979592","8.32423076923077","97","0.149230769230769","8.95384615384615","0.448680082066749","90.3669483001106","65.0834699848321","0.0143846959865417","0.0189851686131394","43.449","36.738","4258","78.619","3.372","4.922","0.685","exampleRecording_1012016_plate1_DIV4"
"4","treatY","C6","10","10","500.4832","0.814315151515152","4.158","66","0.132","7.92","1.43843023538882","48.7822092041994","28.0125305307475","0.0374006958942241","0.0398669586464274","22.773","40.065","1503","72.225","3.788","4.39","0.863","exampleRecording_1012016_plate1_DIV4"
"4","treatY","C7","13","10","650.62816","0.317175578947369","3.10623076923077","92","0.141538461538462","8.49230769230769","0.533000560817069","71.5616118798807","58.2935978714503","0.030999670781893","0.0633618924799052","11.2","15.934","1064","52.647","3.454","4.689","0.737","exampleRecording_1012016_plate1_DIV4"
"4","treatX","D2","14","12","700.67648","0.742122962962963","13.5425","106","0.151428571428571","9.08571428571429","0.710045476531286","103.800063368659","54.0095287941888","0.0101352149721801","0.00974825670473453","74.204","85.767","8014","84.456","4.104","5.124","0.801","exampleRecording_1012016_plate1_DIV4"
"4","treatX","D3","15","15","750.7248","0.6162825","9.75866666666667","64","0.0853333333333333","5.12","0.651097381246974","127.741211675488","57.3433531661981","0.00868576965426118","0.00758657377751851","71.953","72.182","4605","62.858","1.91","2.099","0.91","exampleRecording_1012016_plate1_DIV4"
"4","treatY","D6","13","10","650.62816","2.872422","4.69246153846154","37","0.0569230769230769","3.41538461538462","2.5116664156744","30.2765858944731","26.1093625348261","0.0470888852459016","0.0662136386986875","61.925","65.376","2477","81.133","3.389","6.152","0.551","exampleRecording_1012016_plate1_DIV4"
"4","treatY","D7","12","11","600.57984","0.48024","5.6545","77","0.128333333333333","7.7","0.673170564534609","64.8718815273962","46.7379040497376","0.0281432907588279","0.0562291988445203","18.051","26.255","1408","41.461","4.341","4.504","0.964","exampleRecording_1012016_plate1_DIV4"
"4","treatX","E2","15","13","750.7248","0.680097349397591","6.9306","81","0.108","6.48","0.581334024873665","95.580959074566","85.9021094115453","0.0130034738539507","0.0252868741474852","53.277","67.707","4422","84.989","7.077","7.106","0.996","exampleRecording_1012016_plate1_DIV4"
"4","treatX","E3","15","13","750.7248","0.748325853658536","8.69953333333333","80","0.106666666666667","6.4","0.599161311682558","89.7754449806535","73.4734189364719","0.0116195266048097","0.0304713691426455","65.378","87.636","5361","82.085","5.977","6.626","0.902","exampleRecording_1012016_plate1_DIV4"
"4","untreated","E4","15","14","750.7248","0.2022575","10.0542666666667","479","0.638133333333333","38.288","0.538635080612457","227.627339687791","122.503685092076","0.0167097418244406","0.044208687517556","13.102","15.677","6289","83.32","1.147","3.719","0.308","exampleRecording_1012016_plate1_DIV4"
"4","untreated","E5","12","9","600.57984","0.0489327659574469","2.689","91","0.151666666666667","9.1","0.0991678814137684","321.93865198736","118.964076604686","0.00577849246231157","0.00698325067040624","9.436","12.587","887","54.923","0.424","0.619","0.685","exampleRecording_1012016_plate1_DIV4"
"4","treatY","E6","13","8","650.62816","0.439691147540984","6.59376923076923","117","0.18","10.8","0.702943365298268","97.2673180281508","84.8974003478155","0.0198675259259259","0.0274536254357049","23.09","32.892","2817","65.664","2.176","2.635","0.826","exampleRecording_1012016_plate1_DIV4"
"4","treatY","E7","14","14","700.67648","0.36275","5.67314285714286","128","0.182857142857143","10.9714285714286","0.502036790319839","79.9850011626945","81.0548907172135","0.037780309194467","0.0689383589762681","10.602","8.897","1357","34.138","3.439","4.37","0.787","exampleRecording_1012016_plate1_DIV4"
